omega,repetition,precision,recall,f1
4.0,2,0.4794834409498021,1.0,0.6481768266929466
4.0,3,0.4764072847682119,1.0,0.6453602467059153
4.0,4,0.4882290562036055,1.0,0.6561208493658258
4.0,5,0.47512899896800825,1.0,0.6441863719042955
4.0,6,0.4867836751956016,1.0,0.6548143934006543
4.0,7,0.4885398981324278,1.0,0.6564014827487881
4.0,8,0.48138854035968215,1.0,0.6499153020892151
4.0,9,0.483004616030214,1.0,0.6513865308432372
4.5,0,0.4372269705603039,1.0,0.6084313466367121
4.5,1,0.43681214421252373,1.0,0.6080295826730059
4.5,2,0.4373931217936538,1.0,0.608592200925314
4.5,3,0.43914536436474627,1.0,0.6102863202545069
4.5,4,0.4353252647503782,1.0,0.6065876152832674
4.5,5,0.4383092155369383,1.0,0.6094784220280646
4.5,6,0.4363981042654028,1.0,0.607628348950772
4.5,7,0.42963792459873085,1.0,0.6010443864229764
4.5,8,0.4366464339908953,1.0,0.6078690256139424
4.5,9,0.4321381640698329,1.0,0.6034866955039979
5.0,0,0.4013249651324965,1.0,0.5727792983329186
5.0,1,0.4077222812610698,1.0,0.5792652239557122
5.0,2,0.39889100675792755,1.0,0.5702960485569182
5.0,3,0.3996527777777778,1.0,0.5710741751426445
5.0,4,0.39689655172413796,1.0,0.5682547519131079
5.0,5,0.40287014350717537,1.0,0.5743512974051896
5.0,6,0.3980632889503718,1.0,0.5694495980210267
5.0,7,0.4037179936864258,1.0,0.5752123938030984
5.0,8,0.40209606986899565,1.0,0.5735642207549521
5.0,9,0.39840775354794045,1.0,0.5698019801980198
5.5,0,0.3737012987012987,1.0,0.5440794138501537
5.5,1,0.3781208935611038,1.0,0.5487485101311085
5.5,2,0.3720704703410377,1.0,0.5423489221345271
5.5,3,0.3747964832302182,1.0,0.5452392231170062
5.5,4,0.37164998385534387,1.0,0.5419020715630884
5.5,5,0.3734587929915639,1.0,0.5438223482163951
5.5,6,0.37626675384112457,1.0,0.5467933491686461
5.5,7,0.37461350691619205,1.0,0.5450455783118268
5.5,8,0.3660359357608523,1.0,0.5359096729135142
5.5,9,0.3719502342866376,1.0,0.5422211753621482
6.0,0,0.3455937546914878,1.0,0.5136672988954591
6.0,1,0.34947624108091696,1.0,0.5179435257059287
6.0,2,0.34389005079175383,1.0,0.5117830146731881
6.0,3,0.34481725584182144,1.0,0.5128090888839385
6.0,4,0.34533453345334536,1.0,0.5133809099018734
6.0,5,0.3477866747242786,1.0,0.5160856406232486
6.0,6,0.3424066636918043,1.0,0.5101385041551247
6.0,7,0.35096813538649185,1.0,0.5195801828236091
6.0,8,0.34502398081534774,1.0,0.5130376643637174
6.0,9,0.3476816190907718,1.0,0.5159699652583212
6.5,0,0.3234054509693734,1.0,0.48874734607218684
6.5,1,0.3272675575774808,1.0,0.49314481576692376
6.5,2,0.3285755067085355,1.0,0.4946282767511818
6.5,3,0.32596998017558765,1.0,0.49167022639897484
6.5,4,0.33410740203193035,1.0,0.500870322019147
6.5,5,0.3266638285795374,1.0,0.4924590865333191
6.5,6,0.32606232294617565,1.0,0.49177526169621877
6.5,7,0.323814882543255,1.0,0.48921474869833176
6.5,8,0.3234963462619449,1.0,0.48885113612231895
6.5,9,0.32801367911085777,1.0,0.4939914163090129
7.0,0,0.3143520415130411,1.0,0.47833766233766234
7.0,1,0.3143520415130411,1.0,0.47833766233766234
7.0,2,0.31003367003367005,1.0,0.4733216819163154
7.0,3,0.3126018468223791,1.0,0.4763087109455824
7.0,4,0.30648382372520305,1.0,0.46917354529705496
7.0,5,0.3114598836422676,1.0,0.4749819457340349
7.0,6,0.3098250336473755,1.0,0.47307850390464445
7.0,7,0.31551535087719296,1.0,0.47968326734736394
7.0,8,0.31281424106536215,1.0,0.4765552220267053
7.0,9,0.3140090028645478,1.0,0.4779404131630853
7.5,0,0.29880581516095533,1.0,0.4601239256446132
7.5,1,0.30067920585161967,1.0,0.46234183570998194
7.5,2,0.29841845994296085,1.0,0.45966453674121405
7.5,3,0.29634397528321316,1.0,0.45719960278053623
7.5,4,0.2979163970493076,1.0,0.4590687007677735
7.5,5,0.2947880650531438,1.0,0.45534566313915537
7.5,6,0.2953554015909674,1.0,0.45602218700475433
7.5,7,0.29509037302909885,1.0,0.45570622587350296
7.5,8,0.2979935275080906,1.0,0.45916026727834847
7.5,9,0.297300787808343,1.0,0.45833748133399704
8.0,0,0.28829054477144644,1.0,0.4475551667152716
8.0,1,0.2860337972166998,1.0,0.44483091787439616
8.0,2,0.28543087414755114,1.0,0.4441014758367898
8.0,3,0.2857142857142857,1.0,0.4444444444444445
8.0,4,0.28430282820797825,1.0,0.44273487835368786
8.0,5,0.28297480024585125,1.0,0.44112292804445724
8.0,6,0.28678211037747603,1.0,0.44573530835511666
8.0,7,0.2849009900990099,1.0,0.4434598343286457
8.0,8,0.28678211037747603,1.0,0.44573530835511666
8.0,9,0.28360231612664777,1.0,0.4418850177560227
8.5,0,0.2745706106870229,1.0,0.4308440950776717
8.5,1,0.2731371618414808,1.0,0.42907735321528423
8.5,2,0.2708235294117647,1.0,0.4262173671542307
8.5,3,0.2724582790862824,1.0,0.42823923355966886
8.5,4,0.27549066539013883,1.0,0.4319759804841434
8.5,5,0.27152630337343714,1.0,0.42708719851576993
8.5,6,0.27378686964795435,1.0,0.42987861811391226
8.5,7,0.27120640904806786,1.0,0.4266913809082484
8.5,8,0.2731047573852177,1.0,0.4290373683720064
8.5,9,0.27333175017810496,1.0,0.4293174188735546
9.0,0,0.26625028915105253,1.0,0.42053343076360983
9.0,1,0.2633867276887872,1.0,0.4169534504618729
9.0,2,0.26591197874552386,1.0,0.42011132402591483
9.0,3,0.2664043513482236,1.0,0.4207255779950654
9.0,4,0.2633264699153512,1.0,0.41687794277435714
9.0,5,0.2679860302677532,1.0,0.4226955563716489
9.0,6,0.259936766034327,1.0,0.41261874887972755
9.0,7,0.268705497840551,1.0,0.42359002668138745
9.0,8,0.26621949809182377,1.0,0.42049502237647274
9.0,9,0.2618587191445797,1.0,0.4150365095105022
9.5,0,0.2541961130742049,1.0,0.40535305511533715
9.5,1,0.2561192701379617,1.0,0.4077945084145261
9.5,2,0.25763850027979857,1.0,0.40971789623565014
9.5,3,0.25509751773049644,1.0,0.4064983224439343
9.5,4,0.25888439046333783,1.0,0.41129176344470253
9.5,5,0.257811625041998,1.0,0.4099367821209154
9.5,6,0.25603381158936717,1.0,0.4076861772779598
9.5,7,0.2523292776498959,1.0,0.40297592997811815
9.5,8,0.25492801771871537,1.0,0.4062830921284857
9.5,9,0.2555789941156878,1.0,0.40710938190821466
10.0,0,0.25032622879512834,1.0,0.40041746390676636
10.0,1,0.24463336875664188,1.0,0.39310109289617484
10.0,2,0.25133748225788843,1.0,0.40171014745659195
10.0,3,0.24808707834896002,1.0,0.39754770745186085
10.0,4,0.2514198339886413,1.0,0.4018153255367429
10.0,5,0.2516947299365843,1.0,0.4021663172606569
10.0,6,0.24891868512110726,1.0,0.39861471861471864
10.0,7,0.2494581707845687,1.0,0.39930615784908935
10.0,8,0.2481405626819015,1.0,0.3976163744710251
10.0,9,0.2500543124049533,1.0,0.40006951685783804
10.5,0,0.23822829349063437,1.0,0.3847889678228166
10.5,1,0.24429587180303514,1.0,0.39266524520255863
10.5,2,0.2447894512973203,1.0,0.3933025798735691
10.5,3,0.23776079322454038,1.0,0.3841789052069426
10.5,4,0.23959200666111574,1.0,0.3865659109991604
10.5,5,0.24398516163222045,1.0,0.39226378120473715
10.5,6,0.2425455694868823,1.0,0.3904010853896379
10.5,7,0.24234129908411411,1.0,0.39013642911617663
10.5,8,0.23976669096969067,1.0,0.38679324540031923
10.5,9,0.24385593220338983,1.0,0.3920967467211719
11.0,0,0.23528209321340965,1.0,0.38093662088366703
11.0,1,0.23661219035872136,1.0,0.3826780816224753
11.0,2,0.235715748515257,1.0,0.38150480609877363
11.0,3,0.23516191643681683,1.0,0.38077909188652714
11.0,4,0.23449118875420188,1.0,0.37989933162802214
11.0,5,0.2347063621533442,1.0,0.3801816680429397
11.0,6,0.23496988874145147,1.0,0.3805273163071328
11.0,7,0.23822829349063437,1.0,0.3847889678228166
11.0,8,0.2370995983108456,1.0,0.38331529431354594
11.0,9,0.23753998555360645,1.0,0.3838906028516635
12.0,0,0.22626302339296245,1.0,0.3690285347867906
12.0,1,0.2272009474930912,1.0,0.37027505227601737
12.0,2,0.226463354648303,1.0,0.36929493863800433
12.0,3,0.22239397159694715,1.0,0.36386627677230693
12.0,4,0.22533281127642912,1.0,0.36779038185013585
12.0,5,0.2259521005104044,1.0,0.36861489191353086
12.0,6,0.22673101546340982,1.0,0.369650742673625
12.0,7,0.22451965278455085,1.0,0.36670649143767425
12.0,8,0.22686508327584506,1.0,0.3698289019198329
12.0,9,0.22546523016650344,1.0,0.3679667519181586
13.0,0,0.2168220777997551,1.0,0.35637433237866706
13.0,1,0.21590695929469142,1.0,0.35513730330145016
13.0,2,0.21706742102781706,1.0,0.3567056635933989
13.0,3,0.21633305140494313,1.0,0.35571351309588195
13.0,4,0.2164958149158281,1.0,0.35593351372245846
13.0,5,0.21637371933452393,1.0,0.35576848775210573
13.0,6,0.21615023474178405,1.0,0.3554663372452131
13.0,7,0.21548254235701583,1.0,0.35456295725837506
13.0,8,0.2156036339795823,1.0,0.35472686647661605
13.0,9,0.21602852852852852,1.0,0.35530174409631116
14.0,0,0.20877924904770542,1.0,0.34543817527010806
14.0,1,0.21099908340971585,1.0,0.34847108689070544
14.0,2,0.20980678089682828,1.0,0.3468434533674853
14.0,3,0.2109797452112547,1.0,0.34844471353969575
14.0,4,0.20793062957275765,1.0,0.34427577955582145
14.0,5,0.20883607003538057,1.0,0.34551594746716696
14.0,6,0.21148369315571888,1.0,0.3491317206339577
14.0,7,0.20992157577968265,1.0,0.3470003014772385
14.0,8,0.20821273516642547,1.0,0.3446623746069771
14.0,9,0.21082516713984797,1.0,0.34823387035776415
15.0,0,0.20219587176108916,1.0,0.33637758456929934
15.0,1,0.2047678349048212,1.0,0.3399291199054932
15.0,2,0.20314154606424284,1.0,0.3376851987677864
15.0,3,0.20161149062883166,1.0,0.33556851311953356
15.0,4,0.2031056996647256,1.0,0.33763567028454095
15.0,5,0.20434975588104748,1.0,0.33935284145352695
15.0,6,0.20278365045806906,1.0,0.33719056686685217
15.0,7,0.20571939231456657,1.0,0.3412392528906018
15.0,8,0.20226693612160618,1.0,0.3364759190236059
15.0,9,0.20438604279499245,1.0,0.33940287504607447
