shift,repetition,precision,recall,f1
1.5,3,0.2947507865540652,0.7732406602953953,0.42680733724973025
1.5,4,0.2901741702267499,0.7671589921807124,0.4210777300906056
1.5,5,0.2889072847682119,0.7580364900086881,0.4183649005034763
1.5,6,0.29235382308845576,0.762380538662033,0.4226369656833233
1.5,7,0.29645578005962236,0.7775847089487402,0.42925659472422056
1.5,8,0.2884927066450567,0.7732406602953953,0.42020774315391873
1.5,9,0.287192118226601,0.7597741094700261,0.41682554814108674
2.0,0,0.3377260190009194,0.9574283231972198,0.4993203443588582
2.0,1,0.3381995133819951,0.9661164205039097,0.5010137418337464
2.0,2,0.3329795299469295,0.9539530842745438,0.4936495447903787
2.0,3,0.3401506996770721,0.9609035621198957,0.5024417944349802
2.0,4,0.3353084168945609,0.9587315377932233,0.4968482665466007
2.0,5,0.3410003087372646,0.9596003475238922,0.5031890660592255
2.0,6,0.3410351201478743,0.9617723718505647,0.5035251307709803
2.0,7,0.3377655509705028,0.9600347523892268,0.4997173544375353
2.0,8,0.3343992690726359,0.9539530842745438,0.49520802796256624
2.0,9,0.3395014528215323,0.9643788010425717,0.502205632846963
2.5,0,0.34374066328054975,0.9995655951346655,0.5115606936416186
2.5,1,0.3478983973389779,0.9995655951346655,0.5161507402422612
2.5,2,0.3466867469879518,1.0,0.5148736300603892
2.5,3,0.34726833685481434,0.9995655951346655,0.5154569892473118
2.5,4,0.3510004582251413,0.998262380538662,0.5193807209854221
2.5,5,0.34742563792843123,0.9995655951346655,0.5156302521008403
2.5,6,0.35119047619047616,0.9995655951346655,0.5197650779308787
2.5,7,0.3457142857142857,0.9986967854039965,0.5136282394995532
2.5,8,0.34307875894988066,0.9991311902693311,0.5107705973795248
2.5,9,0.34805626985327487,0.9995655951346655,0.5163244698754629
3.0,0,0.34445608259763577,1.0,0.512409571508069
3.0,1,0.34455919772489146,1.0,0.512523655794278
3.0,2,0.3450757007944836,1.0,0.5130948400757829
3.0,3,0.3471049457177322,1.0,0.5153346765166779
3.0,4,0.34637375865182063,1.0,0.51452838623156
3.0,5,0.3554663372452131,1.0,0.5244930508088402
3.0,6,0.3467912021693281,1.0,0.5149888143176734
3.0,7,0.34317233154442456,1.0,0.5109877913429522
3.0,8,0.34815486993345435,1.0,0.5164909131702939
3.0,9,0.3437873357228196,1.0,0.511669259835519
3.5,0,0.34342831567954646,1.0,0.511271515824542
3.5,1,0.35225707727620503,1.0,0.5209912866357361
3.5,2,0.34658235471243604,1.0,0.5147584973166369
3.5,3,0.35027388922702374,1.0,0.5188190218616182
3.5,4,0.3486822175098455,1.0,0.5170709793351304
3.5,5,0.3467912021693281,1.0,0.5149888143176734
3.5,6,0.34847108689070544,1.0,0.5168387965873372
3.5,7,0.35552123552123555,1.0,0.5245528084767005
3.5,8,0.35317582080392756,1.0,0.5219954648526077
3.5,9,0.3523649165773764,1.0,0.5211092246745898
4.0,0,0.34715729150957625,1.0,0.5153923653867682
4.0,1,0.3507007921998781,1.0,0.5192871644484547
4.0,2,0.34836561743341404,1.0,0.5167227833894501
4.0,3,0.34658235471243604,1.0,0.5147584973166369
4.0,4,0.3485238455715367,1.0,0.5168968227237004
4.0,5,0.35274287465522525,1.0,0.5215224286361577
4.0,6,0.34862941087384525,1.0,0.517012914093206
4.0,7,0.3455937546914878,1.0,0.5136672988954591
4.0,8,0.3464780252859723,1.0,0.5146434160518668
4.0,9,0.34831290664245723,1.0,0.5166647963191561
4.5,0,0.35274287465522525,1.0,0.5215224286361577
4.5,1,0.34815486993345435,1.0,0.5164909131702939
4.5,2,0.3455937546914878,1.0,0.5136672988954591
4.5,3,0.34726203047216775,1.0,0.5155077818833278
4.5,4,0.34741925747057045,1.0,0.5156810035842293
4.5,5,0.3505405816963606,1.0,0.5191115120081182
4.5,6,0.3462695547533093,1.0,0.5144134078212291
4.5,7,0.3511823035850496,1.0,0.5198148357231568
4.5,8,0.3476816190907718,1.0,0.5159699652583212
4.5,9,0.3516114250801894,1.0,0.5202847779410102
5.0,0,0.34543817527010806,1.0,0.5134954271693063
5.0,1,0.3513967333231568,1.0,0.5200497006664409
5.0,2,0.35091463414634144,1.0,0.5195215526969081
5.0,3,0.3507007921998781,1.0,0.5192871644484547
5.0,4,0.34715729150957625,1.0,0.5153923653867682
5.0,5,0.3439414313461826,1.0,0.511839911061701
5.0,6,0.3511823035850496,1.0,0.5198148357231568
5.0,7,0.34831290664245723,1.0,0.5166647963191561
5.0,8,0.34658235471243604,1.0,0.5147584973166369
5.0,9,0.3518263793366957,1.0,0.520520067834935
5.5,0,0.34332587621178223,1.0,0.5111579882313755
5.5,1,0.3470003014772385,1.0,0.5152193375111908
5.5,2,0.3465301821466205,1.0,0.5147009502515372
5.5,3,0.3454900195107309,1.0,0.5135527049637479
5.5,4,0.34857662023016356,1.0,0.51695486189086
5.5,5,0.34673896671185417,1.0,0.5149312157476792
5.5,6,0.347366832654293,1.0,0.5156232500839959
5.5,7,0.35080768058518746,1.0,0.519404332129964
5.5,8,0.34363337811613676,1.0,0.5114987223641818
5.5,9,0.34486891385767793,1.0,0.5128662136571238
6.0,0,0.34658235471243604,1.0,0.5147584973166369
6.0,1,0.3459053343350864,1.0,0.5140113877414313
6.0,2,0.3443530291697831,1.0,0.5122955379993324
6.0,3,0.34642588412340103,1.0,0.5145858947133116
6.0,4,0.35011406844106463,1.0,0.5186436859299313
6.0,5,0.35204159657439976,1.0,0.5207555706368058
6.0,6,0.34990120079039366,1.0,0.5184100889539466
6.0,7,0.34179658500371196,1.0,0.5094611043487883
6.0,8,0.3430189241543734,1.0,0.5108177077554643
6.0,9,0.35064737242955063,1.0,0.5192286004285552
6.5,0,0.34689572031344185,1.0,0.5151040501230701
6.5,1,0.3496885918274343,1.0,0.5181767023072594
6.5,2,0.34747169811320755,1.0,0.5157387700235242
6.5,3,0.3464780252859723,1.0,0.5146434160518668
6.5,4,0.3493171471927162,1.0,0.5177687809266757
6.5,5,0.3531216444239914,1.0,0.5219362884026755
6.5,6,0.3482075328997126,1.0,0.5165488612139572
6.5,7,0.352310988674625,1.0,0.5210502489814396
6.5,8,0.3459053343350864,1.0,0.5140113877414313
6.5,9,0.3462174763122274,1.0,0.5143559378840352
