omega,repetition,precision,recall,f1
5.5,8,0.943609022556391,0.6542137271937446,0.7727039507439714
5.5,9,0.972168284789644,0.6524761077324066,0.7808682089940212
6.0,0,0.9453860640301318,0.6542137271937446,0.7732991014120668
6.0,1,0.8832844574780059,0.6542137271937446,0.7516845520339406
6.0,2,0.9477000630119723,0.6533449174630755,0.7734636153252765
6.0,3,0.9501577287066246,0.6542137271937446,0.7748906611782865
6.0,4,0.9284833538840938,0.6542137271937446,0.7675840978593274
6.0,5,0.9188034188034188,0.6537793223284101,0.7639593908629441
6.0,6,0.9483301827347196,0.6537793223284101,0.7739778863461044
6.0,7,0.9138349514563107,0.6542137271937446,0.7625316455696203
6.0,8,0.9279112754158965,0.6542137271937446,0.7673885350318471
6.0,9,0.9211009174311927,0.6542137271937446,0.7650495300990603
6.5,0,0.9348230912476723,0.6542137271937446,0.7697418860209558
6.5,1,0.9678456591639871,0.6537793223284101,0.7803992740471869
6.5,2,0.9155015197568389,0.6542137271937446,0.7631112237142134
6.5,3,0.9227467811158798,0.6537793223284101,0.7653190948385457
6.5,4,0.9342023587833643,0.6537793223284101,0.7692307692307693
6.5,5,0.9330855018587361,0.6542137271937446,0.7691521961184883
6.5,6,0.9359054138145613,0.6533449174630755,0.7695062675876184
6.5,7,0.940625,0.6537793223284101,0.7713992824192722
6.5,8,0.9205378973105135,0.6542137271937446,0.7648552564753682
6.5,9,0.9116222760290557,0.6542137271937446,0.7617602427921092
7.0,0,0.9336639801611903,0.6542137271937446,0.7693486590038314
7.0,1,0.9706840390879479,0.6472632493483927,0.7766484232473287
7.0,2,0.9536802030456852,0.6529105125977411,0.7751418256833419
7.0,3,0.9365276913503423,0.6537793223284101,0.7700179073931952
7.0,4,0.9066827212522577,0.6542137271937446,0.7600302800908403
7.0,5,0.9127272727272727,0.6542137271937446,0.7621457489878543
7.0,6,0.9188529591214155,0.6542137271937446,0.7642730271504694
7.0,7,0.9597701149425287,0.6529105125977411,0.7771458117890383
7.0,8,0.9267692307692308,0.6542137271937446,0.7669977081741788
7.0,9,0.9471698113207547,0.6542137271937446,0.7738951695786228
7.5,0,0.8958953004164188,0.6542137271937446,0.7562139091137334
7.5,1,0.899581589958159,0.6537793223284101,0.7572327044025157
7.5,2,0.9307359307359307,0.6537793223284101,0.7680530747639704
7.5,3,0.9296296296296296,0.6542137271937446,0.7679755226925038
7.5,4,0.9325077399380804,0.6542137271937446,0.7689558335460811
7.5,5,0.9381636477201749,0.6524761077324066,0.7696643607481425
7.5,6,0.9121212121212121,0.6537793223284101,0.7616396761133603
7.5,7,0.954169318905156,0.6511728931364031,0.7740769429382907
7.5,8,0.962106615285806,0.6507384882710686,0.7763669344389738
7.5,9,0.9435736677115988,0.6537793223284101,0.7723890171927122
8.0,0,0.375898105813194,1.0,0.5464039876572514
8.0,1,0.9306071871127634,0.6524761077324066,0.7671092951991829
8.0,2,0.9307359307359307,0.6537793223284101,0.7680530747639704
8.0,3,0.9034193161367726,0.6542137271937446,0.7588813303099018
8.0,4,0.36344969199178645,0.9995655951346655,0.5330707749333952
8.0,5,0.353013341512038,1.0,0.5218179757452114
8.0,6,0.9250153657037492,0.6537793223284101,0.7660982438279461
8.0,7,0.9136778115501519,0.6529105125977411,0.7615910818343045
8.0,8,0.8985074626865671,0.6537793223284101,0.7568518984158915
8.0,9,0.3487878787878788,1.0,0.5171871489552909
8.5,0,0.33170028818443803,1.0,0.49816057130491237
8.5,1,0.3154288846259249,1.0,0.47958333333333336
8.5,2,0.31044252563410685,0.9995655951346655,0.47374922791846813
8.5,3,0.30849638166711335,1.0,0.4715280622695616
8.5,4,0.33270703858939155,1.0,0.49929508730072664
8.5,5,0.3158616904500549,1.0,0.4800834202294057
8.5,6,0.3232238135355237,1.0,0.4885398981324278
8.5,7,0.3247742663656885,1.0,0.49030883919062834
8.5,8,0.8964285714285715,0.6542137271937446,0.7564038171772979
8.5,9,0.3162522324495123,1.0,0.48053439098215217
9.0,0,0.29354756439683755,1.0,0.45386435331230285
9.0,1,0.281005859375,1.0,0.4387268915570802
9.0,2,0.3046182347492391,1.0,0.46698448118470426
9.0,3,0.3123897408060795,1.0,0.4760624547616585
9.0,4,0.30138779785284103,1.0,0.46317907444668005
9.0,5,0.30413528867750034,1.0,0.46641677641576335
9.0,6,0.28646092583374816,1.0,0.4453472625266009
9.0,7,0.31251696986152594,1.0,0.47621017790649567
9.0,8,0.28775,1.0,0.44690351388079985
9.0,9,0.300404541302362,1.0,0.46201705970898144
9.5,0,0.9164124466137888,0.6524761077324066,0.7622430855112916
9.5,1,0.2818315377081293,1.0,0.4397325692454632
9.5,2,0.9546904913848118,0.6498696785403997,0.7733264409408116
9.5,3,0.276450102077579,1.0,0.4331545771003858
9.5,4,0.2826967947930738,1.0,0.44078506462422207
9.5,5,0.27229713744972794,1.0,0.42804016362960207
9.5,6,0.2822461991172143,1.0,0.44023713903231976
9.5,7,0.27333175017810496,1.0,0.4293174188735546
9.5,8,0.9398872886662493,0.6520417028670721,0.7699410105155167
9.5,9,0.27424350726709557,1.0,0.43044128646222884
10.0,0,0.9334577114427861,0.6520417028670721,0.7677749360613811
10.0,1,0.26447610294117646,1.0,0.41831728148282754
10.0,2,0.8979713603818615,0.6537793223284101,0.7566616390145802
10.0,3,0.2741128840200048,1.0,0.4302803738317757
10.0,4,0.27437425506555424,1.0,0.43060231949120836
10.0,5,0.27394977984053315,1.0,0.43007940214852874
10.0,6,0.27060068179146585,1.0,0.42594134517531684
10.0,7,0.2698394092134568,1.0,0.42499769223668415
10.0,8,0.960179833012203,0.6494352736750652,0.7748121274941694
10.0,9,0.27037820061075873,1.0,0.4256656804733728
10.5,0,0.2511729405346427,1.0,0.40149995639661645
10.5,1,0.2590883511536297,1.0,0.4115491195137213
10.5,2,0.25402780843080996,1.0,0.40513903555086234
10.5,3,0.25152972027972026,1.0,0.40195564868168326
10.5,4,0.2548715677590788,1.0,0.40621139932945116
10.5,5,0.9293242405455673,0.6511728931364031,0.7657726692209451
10.5,6,0.9410658307210031,0.6520417028670721,0.7703361560174492
10.5,7,0.9142335766423357,0.6529105125977411,0.7617840851495185
10.5,8,0.9259259259259259,0.6516072980017377,0.764915859255482
10.5,9,0.9357454772301934,0.6516072980017377,0.7682458386683738
11.0,0,0.9300742574257426,0.6529105125977411,0.7672281776416539
11.0,1,0.9282178217821783,0.6516072980017377,0.7656967840735069
11.0,2,0.9092558983666061,0.6529105125977411,0.7600505689001265
11.0,3,0.9033613445378151,0.6537793223284101,0.7585685483870968
11.0,4,0.9259716224552745,0.6520417028670721,0.7652306907978587
11.0,5,0.9352831362787803,0.6529105125977411,0.7689946277820415
11.0,6,0.9017375674056322,0.6537793223284101,0.7579954671367414
11.0,7,0.8690132717830352,0.6542137271937446,0.7464684014869889
11.0,8,0.9796987557301899,0.6498696785403997,0.7814050665970228
11.0,9,0.9329192546583851,0.6524761077324066,0.7678936605316973
12.0,0,0.8432250839865622,0.6542137271937446,0.7367906066536203
12.0,1,0.8507631430186546,0.6537793223284101,0.739376074674527
12.0,2,0.9204892966360856,0.6537793223284101,0.7645415290830582
12.0,3,0.9287042777433354,0.6507384882710686,0.7652618135376755
12.0,4,0.2302921168467387,1.0,0.37436981623028137
12.0,5,0.9146341463414634,0.6516072980017377,0.76103500761035
12.0,6,0.8955223880597015,0.6516072980017377,0.7543374402816194
12.0,7,0.9411396368190357,0.6529105125977411,0.7709669145934854
12.0,8,0.9090909090909091,0.6516072980017377,0.7591093117408908
12.0,9,0.9085956416464891,0.6520417028670721,0.7592311583206879
13.0,0,0.9164124466137888,0.6524761077324066,0.7622430855112916
13.0,1,0.8873156342182891,0.6533449174630755,0.7525644233174881
13.0,2,0.9306930693069307,0.6533449174630755,0.7677386421643695
13.0,3,0.8834608593290171,0.6520417028670721,0.7503124218945264
13.0,4,0.9130699088145897,0.6524761077324066,0.761084367874335
13.0,5,0.9147900182592819,0.6529105125977411,0.761977186311787
13.0,6,0.8767523364485982,0.6520417028670721,0.7478824115595416
13.0,7,0.931055900621118,0.6511728931364031,0.7663599182004089
13.0,8,0.9077757685352622,0.6542137271937446,0.760414036859379
13.0,9,0.9070048309178744,0.6524761077324066,0.7589691763516928
14.0,0,0.9226044226044227,0.6524761077324066,0.7643765903307888
14.0,1,0.8967164179104478,0.6524761077324066,0.7553432235353281
14.0,2,0.8705745792222868,0.6516072980017377,0.7453416149068324
14.0,3,0.885226603884638,0.6533449174630755,0.7518120469882529
14.0,4,0.8913946587537092,0.6524761077324066,0.7534487083019815
14.0,5,0.9174311926605505,0.6516072980017377,0.7620015240030481
14.0,6,0.9214241866175568,0.6520417028670721,0.7636733655558382
14.0,7,0.8860684769775679,0.6520417028670721,0.7512512512512513
14.0,8,0.9108550636749545,0.6524761077324066,0.7603138445963048
14.0,9,0.8621481906950029,0.6520417028670721,0.7425179322285432
15.0,0,0.8782201405152225,0.6516072980017377,0.7481296758104738
15.0,1,0.8777777777777778,0.6520417028670721,0.7482552342971087
15.0,2,0.8912009512485137,0.6511728931364031,0.7525100401606426
15.0,3,0.8908011869436202,0.6520417028670721,0.7529470780035115
15.0,4,0.8915234143449912,0.6533449174630755,0.7540737026823765
15.0,5,0.8820422535211268,0.6529105125977411,0.7503744383424863
15.0,6,0.8746355685131195,0.6516072980017377,0.7468259895444361
15.0,7,0.8811475409836066,0.6537793223284101,0.7506234413965088
15.0,8,0.8847058823529412,0.6533449174630755,0.7516241879060471
15.0,9,0.8728961114335462,0.6533449174630755,0.7473291925465839
