shift,repetition,precision,recall,f1
4.0,9,0.753376688344172,0.6542137271937446,0.7003022552894675
4.5,0,0.4491707317073171,1.0,0.6199003635384409
4.5,1,0.4369779802581625,1.0,0.6081902245706737
4.5,2,0.4324628968626714,1.0,0.6038032786885246
4.5,3,0.43433962264150944,1.0,0.6056300973428045
4.5,4,0.4363981042654028,1.0,0.607628348950772
4.5,5,0.4421820975797157,1.0,0.6132125732551945
4.5,6,0.4331953330824238,1.0,0.604516806722689
4.5,7,0.4393968314563848,1.0,0.6105291075454184
4.5,8,0.7185114503816794,0.6542137271937446,0.684856753069577
4.5,9,0.44158833685018223,1.0,0.6126413838988689
5.0,0,0.43311382878645344,1.0,0.6044374425626887
5.0,1,0.7195413282369804,0.6542137271937446,0.6853242320819113
5.0,2,0.4393968314563848,1.0,0.6105291075454184
5.0,3,0.4397325692454632,1.0,0.6108531245853788
5.0,4,0.4376425855513308,1.0,0.6088336418936788
5.0,5,0.43181391858938284,1.0,0.6031704441241976
5.0,6,0.4404898584003062,1.0,0.6115834218916046
5.0,7,0.43656362601934384,1.0,0.6077887788778877
5.0,8,0.43335843373493976,1.0,0.6046755975833991
5.0,9,0.44023713903231976,1.0,0.6113397955118842
5.5,0,0.43631539044730855,1.0,0.6075481657429401
5.5,1,0.699814126394052,0.6542137271937446,0.6762460709474629
5.5,2,0.43631539044730855,1.0,0.6075481657429401
5.5,3,0.4327881180673059,1.0,0.6041201942002362
5.5,4,0.4373100303951368,1.0,0.6085117631509385
5.5,5,0.6808318264014467,0.6542137271937446,0.667257421355782
5.5,6,0.43631539044730855,1.0,0.6075481657429401
5.5,7,0.753376688344172,0.6542137271937446,0.7003022552894675
5.5,8,0.6896345116836429,1.0,0.8163120567375887
5.5,9,0.43221930153961696,1.0,0.6035658101730467
6.0,0,0.4496972064856417,1.0,0.6204015631316534
6.0,1,0.43474976392823417,1.0,0.6060286955377123
6.0,2,0.4323004694835681,1.0,0.6036449455880425
6.0,3,0.43897787948131195,1.0,0.6101245693082428
6.0,4,0.43822577574719207,1.0,0.6093977498345466
6.0,5,0.7466534457114526,0.6542137271937446,0.6973836536235241
6.0,6,0.4381423677198325,1.0,0.6093170989941769
6.0,7,0.43108614232209735,1.0,0.6024600889819419
6.0,8,0.4293975004663309,1.0,0.600809082604724
6.0,9,0.4490831057354662,1.0,0.6198169089929995
6.5,0,0.43581976524043925,1.0,0.6070675105485233
6.5,1,0.4385597256620309,1.0,0.6097205668123428
6.5,2,0.43623270797801783,1.0,0.6074680036944188
6.5,3,0.7522477522477522,0.6542137271937446,0.6998141263940519
6.5,4,0.43789233403081607,1.0,0.60907527450721
6.5,5,0.4415036440352896,1.0,0.6125598722724853
6.5,6,0.7127307146237577,0.6542137271937446,0.6822197055492639
6.5,7,0.44158833685018223,1.0,0.6126413838988689
6.5,8,0.44526112185686656,1.0,0.616167023554604
6.5,9,0.7303588748787585,0.6542137271937446,0.69019248395967
