shift,repetition,precision,recall,f1
2.0,9,0.4439112177564487,0.9643788010425717,0.6079693276735588
2.5,0,0.43033476715915464,0.9995655951346655,0.601647274153484
2.5,1,0.4372862029646522,0.9995655951346655,0.6084082496033845
2.5,2,0.4356548069644209,1.0,0.6069074611125758
2.5,3,0.5538801029790364,0.6542137271937446,0.5998805018920533
2.5,4,0.4417531718569781,0.998262380538662,0.6124733475479744
2.5,5,0.5460812772133526,0.6537793223284101,0.5950968762356663
2.5,6,0.4455848179705654,0.9995655951346655,0.6163943209215108
2.5,7,0.4855332629355861,0.9986967854039965,0.6534034389654683
2.5,8,0.43103448275862066,0.9991311902693311,0.6022518984027232
2.5,9,0.4514420247204238,0.9995655951346655,0.6219759426949588
3.0,0,0.43068288119738074,1.0,0.6020661697397672
3.0,1,0.43165197824864054,1.0,0.6030124426981008
3.0,2,0.46309963099630996,0.6542137271937446,0.5423118473172489
3.0,3,0.44768572539867757,1.0,0.6184846856528748
3.0,4,0.4616001604170844,1.0,0.631636712854987
3.0,5,0.4450889404485692,1.0,0.616002140754616
3.0,6,0.44057416267942584,1.0,0.6116646738408397
3.0,7,0.43681214421252373,1.0,0.6080295826730059
3.0,8,0.44023713903231976,1.0,0.6113397955118842
3.0,9,0.4369779802581625,1.0,0.6081902245706737
3.5,0,0.43076347305389223,1.0,0.6021449123724824
3.5,1,0.4473377380489701,1.0,0.6181525241675618
3.5,2,0.43656362601934384,1.0,0.6077887788778877
3.5,3,0.4573812835287105,1.0,0.6276755282890252
3.5,4,0.43615005683971203,1.0,0.6073878627968338
3.5,5,0.43922915474146157,1.0,0.6103672278934111
3.5,6,0.38764478764478766,0.6542137271937446,0.4868272183610798
3.5,7,0.4466433837795887,1.0,0.6174892703862661
3.5,8,0.4468167701863354,1.0,0.6176549503622216
3.5,9,0.4473377380489701,1.0,0.6181525241675618
4.0,0,0.4350784350784351,1.0,0.6063479520611089
4.0,1,0.44209717687728056,1.0,0.6131309095751765
4.0,2,0.4364808494501327,1.0,0.6077085533262936
4.0,3,0.46665315224001624,1.0,0.6363510711817554
4.0,4,0.46542660735948244,1.0,0.6352097130242826
4.0,5,0.4536854552621206,1.0,0.6241865509761388
4.0,6,0.3826219512195122,0.6542137271937446,0.48284706636742547
4.0,7,0.5306553911205074,0.6542137271937446,0.5859922178988326
4.0,8,0.43368500376789754,1.0,0.604993429697766
4.0,9,0.44158833685018223,1.0,0.6126413838988689
4.5,0,0.45665542551081134,1.0,0.6269916927686232
4.5,1,0.45172684458398743,1.0,0.6223303595566368
4.5,2,0.44612403100775194,1.0,0.6169927633342268
4.5,3,0.46299275945293644,1.0,0.6329392356337641
4.5,4,0.45261502162799844,1.0,0.6231727125067678
4.5,5,0.4642416769420469,0.6542137271937446,0.5430941218896502
4.5,6,0.4373100303951368,1.0,0.6085117631509385
4.5,7,0.4432036965729688,1.0,0.6141942369263607
4.5,8,0.44209717687728056,1.0,0.6131309095751765
4.5,9,0.42699177771477176,0.6542137271937446,0.5167267112712302
5.0,0,0.4556732223903177,0.6542137271937446,0.5371856607811664
5.0,1,0.44108066679440505,1.0,0.612152639276692
5.0,2,0.4582918574557038,1.0,0.6285324232081911
5.0,3,0.4450889404485692,1.0,0.616002140754616
5.0,4,0.4374762447738502,1.0,0.6086726599682707
5.0,5,0.485024154589372,0.6542137271937446,0.5570556685777696
5.0,6,0.43897787948131195,1.0,0.6101245693082428
5.0,7,0.43631539044730855,1.0,0.6075481657429401
5.0,8,0.46769605851279966,1.0,0.6373200442967885
5.0,9,0.46309963099630996,0.6542137271937446,0.5423118473172489
5.5,0,0.4497850722938648,1.0,0.6204851752021563
5.5,1,0.4414189837008629,1.0,0.6124783823333777
5.5,2,0.41316872427983536,0.6542137271937446,0.5064738523625358
5.5,3,0.4339302544769086,1.0,0.6052320231365848
5.5,4,0.43755939935373506,1.0,0.6087531402882455
5.5,5,0.43425768722882474,1.0,0.6055504406155465
5.5,6,0.43822577574719207,1.0,0.6093977498345466
5.5,7,0.4511071918479326,1.0,0.6217420661715057
5.5,8,0.4328694998119594,1.0,0.6041994750656168
5.5,9,0.44167306216423635,1.0,0.6127229172211871
6.0,0,0.43335843373493976,1.0,0.6046755975833991
6.0,1,0.4327067669172932,1.0,0.6040409341380215
6.0,2,0.37829691032403917,0.6542137271937446,0.4793888269934745
6.0,3,0.4383092155369383,1.0,0.6094784220280646
6.0,4,0.44158833685018223,1.0,0.6126413838988689
6.0,5,0.44890795631825275,1.0,0.619650067294751
6.0,6,0.4466433837795887,1.0,0.6174892703862661
6.0,7,0.432381667918858,1.0,0.6037241017571466
6.0,8,0.43036081510562724,1.0,0.6017514050450922
6.0,9,0.45341737246405356,1.0,0.623932782219813
6.5,0,0.43384847342630983,1.0,0.6051524710830704
6.5,1,0.4414189837008629,1.0,0.6124783823333777
6.5,2,0.48524451939291735,1.0,0.6534203803576497
6.5,3,0.4408272692454998,1.0,0.6119085592769804
6.5,4,0.44158833685018223,1.0,0.6126413838988689
6.5,5,0.44612403100775194,1.0,0.6169927633342268
6.5,6,0.48524451939291735,1.0,0.6534203803576497
6.5,7,0.4434598343286457,1.0,0.6144401441345255
6.5,8,0.5225537820957669,0.6542137271937446,0.5810185185185186
6.5,9,0.4399847094801223,1.0,0.6110963631537032
